owner,name,full_name,stars,releases,age_years,ck_class_count,loc_total,cbo_mean,cbo_median,cbo_stdev,dit_mean,dit_median,dit_stdev,lcom_mean,lcom_median,lcom_stdev,loc_mean,loc_median,loc_stdev
azkaban,azkaban,azkaban/azkaban,4513,48,13.48,1283,93837,6.4723,4.0,8.1146,1.3523,1.0,0.7969,35.8402,1.0,172.4508,73.1387,35.0,121.9234
Snailclimb,guide-rpc-framework,Snailclimb/guide-rpc-framework,4402,0,5.92,97,2408,4.6907,4.0,4.1303,1.2268,1.0,0.6502,1.2268,0.0,3.6198,24.8247,11.0,30.8639
Querz,mcaselector,Querz/mcaselector,4403,75,7.96,545,37334,6.8807,5.0,6.9992,2.5394,1.0,3.299,23.1064,1.0,172.7714,68.5028,31.0,113.0731
robinhood,ticker,robinhood/ticker,4382,9,9.73,31,1581,4.6129,4.0,4.6813,1.3226,1.0,0.6904,27.6129,0.0,108.3402,51.0,27.0,74.3601
apache,shiro,apache/shiro,4438,17,16.61,1029,36885,5.034,3.0,5.2184,1.7862,1.0,1.6081,19.8435,1.0,80.6202,35.8455,14.0,57.2537
ThirtyDegreesRay,OpenHub,ThirtyDegreesRay/OpenHub,4369,31,8.75,656,24549,6.7561,4.0,7.5765,1.6326,1.0,1.1807,32.9284,1.0,129.9365,37.4223,11.0,58.8633
Tencent,GT,Tencent/GT,4412,3,10.24,1050,55663,3.8714,2.0,5.1059,1.3029,1.0,0.6617,13.6705,0.0,80.5306,53.0124,18.0,117.4245
Ashok-Varma,BottomNavigation,Ashok-Varma/BottomNavigation,4355,16,10.06,30,2091,7.5333,5.5,7.6843,1.4333,1.0,0.7157,69.2667,4.5,159.4108,69.7,34.0,85.633
eirslett,frontend-maven-plugin,eirslett/frontend-maven-plugin,4355,0,12.61,99,3712,5.596,3.0,6.2149,1.7273,1.0,0.9409,7.0505,1.0,28.111,37.4949,23.0,49.7335
pytorch,serve,pytorch/serve,4361,24,6.52,251,18747,5.8008,3.0,7.2491,1.4661,1.0,0.8981,63.9163,3.0,327.012,74.6892,35.0,130.4548
Freeyourgadget,Gadgetbridge,Freeyourgadget/Gadgetbridge,4495,0,11.26,4395,242946,5.3795,3.0,8.6301,1.8339,2.0,1.4431,38.6942,0.0,335.3508,55.2778,20.0,133.354
jlegewie,zotfile,jlegewie/zotfile,4322,33,14.28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mywalkb,LSPosed_mod,mywalkb/LSPosed_mod,4327,10,4.04,447,24128,5.5749,3.0,7.2228,1.6242,1.0,1.2628,50.2013,0.0,327.503,53.9776,12.0,128.2494
torakiki,pdfsam,torakiki/pdfsam,4346,71,12.54,646,19947,6.9721,5.0,6.4804,1.4009,1.0,0.9884,4.9567,0.0,22.7943,30.8777,21.0,38.1037
awangdev,leet-code,awangdev/leet-code,4354,0,10.96,81,2109,2.0247,2.0,1.8855,1.0,1.0,0.0,1.0864,0.0,2.9364,26.037,17.0,25.0606
failsafe-lib,failsafe,failsafe-lib/failsafe,4309,0,10.78,238,10026,6.3866,6.0,5.343,2.063,1.0,1.7394,19.1765,1.0,56.2601,42.1261,22.5,51.8085
google,open-location-code,google/open-location-code,4308,5,11.52,67,2295,4.9552,3.0,6.2472,1.1791,1.0,0.4547,4.5522,0.0,11.2758,34.2537,16.0,53.1793
jitsi,jitsi,jitsi/jitsi,4321,7,12.96,3217,196435,5.4386,3.0,8.2571,1.9012,1.0,2.5308,39.3705,0.0,211.2949,61.0615,20.0,120.0272
jeasonlzy,ImagePicker,jeasonlzy/ImagePicker,4305,5,10.2,76,3685,5.8289,3.0,6.2289,1.4868,1.0,0.7694,23.0789,0.0,114.807,48.4868,13.0,82.1525
bingoogolapple,BGARefreshLayout-Android,bingoogolapple/BGARefreshLayout-Android,4299,4,10.87,162,5450,5.1481,3.0,5.5536,1.4074,1.0,0.7499,9.7963,1.0,42.4049,33.642,10.0,63.8976
apache,streampark,apache/streampark,4304,17,6.87,561,23736,7.4706,5.0,7.8785,1.2816,1.0,0.6452,18.9554,0.0,71.4348,42.3102,20.0,69.1556
brianway,java-learning,brianway/java-learning,4290,0,10.17,753,10984,1.085,1.0,1.1235,1.2869,1.0,0.5128,0.5963,0.0,2.9207,14.587,12.0,11.1062
iterate-ch,cyberduck,iterate-ch/cyberduck,4379,0,9.22,7596,302836,6.2274,3.0,8.6995,1.3477,1.0,0.7632,65.5115,0.0,1010.1784,39.8678,17.0,81.2666
crate,crate,crate/crate,4382,159,13.0,7616,441509,7.5735,5.0,11.0828,1.6511,1.0,0.9754,50.4228,1.0,697.1751,57.9712,26.0,128.9748
apache,fory,apache/fory,4288,65,2.95,1927,104810,5.3326,3.0,8.4943,2.1489,1.0,4.2464,46.273,0.0,323.8785,54.3902,14.0,140.3748
mcxiaoke,android-volley,mcxiaoke/android-volley,4270,0,12.89,132,4965,5.0909,3.0,5.3703,1.8939,1.0,2.7476,15.8182,0.0,93.8123,37.6136,20.0,51.3393
bjmashibing,InternetArchitect,bjmashibing/InternetArchitect,4282,0,6.48,691,44604,4.7395,3.0,4.6147,1.1563,1.0,0.6796,63.7699,0.0,303.0026,64.5499,15.0,295.7182
M66B,FairEmail,M66B/FairEmail,4276,1000,7.69,4257,244230,4.7284,2.0,7.9032,1.2701,1.0,0.7945,33.4069,0.0,505.7128,57.3714,10.0,278.6179
ongakuer,CircleIndicator,ongakuer/CircleIndicator,4265,7,11.7,45,1712,6.5111,5.0,5.0843,1.6222,2.0,0.6762,8.5111,1.0,22.5572,38.0444,24.0,42.9889
grantland,android-autofittextview,grantland/android-autofittextview,4257,1,15.15,8,470,5.375,4.0,4.8202,1.375,1.0,0.4841,40.75,1.5,100.7171,58.75,15.0,93.4636
nining377,dolby_beta,nining377/dolby_beta,4255,37,5.89,185,7302,4.1351,4.0,5.482,1.4541,1.0,0.8182,7.9514,1.0,49.7832,39.4703,23.0,51.6349
microsoft,malmo,microsoft/malmo,4250,21,9.9,278,19130,7.0504,5.0,7.3414,2.1439,2.0,2.7117,12.8489,1.0,30.3487,68.8129,32.5,131.5464
aporter,coursera-android,aporter/coursera-android,4256,0,12.26,608,18164,4.2336,4.0,3.6583,1.4885,1.0,0.6308,3.3586,0.0,35.3178,29.875,14.0,82.4442
mybatis,spring-boot-starter,mybatis/spring-boot-starter,4249,34,10.54,175,4434,4.5371,4.0,6.3891,1.2229,1.0,0.5144,16.1771,0.0,152.6159,25.3371,8.0,65.7425
alibaba,fastjson2,alibaba/fastjson2,4288,61,3.98,9832,424620,2.8393,2.0,4.8193,1.1943,1.0,1.5504,276.1491,0.0,20255.7336,43.1876,10.0,228.9765
zendesk,maxwell,zendesk/maxwell,4245,214,11.16,312,17755,6.109,4.0,7.1853,1.6218,1.0,0.8074,32.1378,0.0,157.4347,56.9071,27.0,86.0566
JetBrains,fernflower,JetBrains/fernflower,4236,0,11.52,717,55524,4.3794,1.0,7.7466,1.2399,1.0,0.6346,33.4045,0.0,404.5495,77.4393,14.0,204.9814
jboss-javassist,javassist,jboss-javassist/javassist,4228,24,12.88,1110,83226,3.3811,1.0,5.8849,1.5532,1.0,1.3538,43.9081,0.0,313.7106,74.9784,12.0,918.6069
LibrePDF,OpenPDF,LibrePDF/OpenPDF,4239,87,9.75,1768,156521,5.9446,4.0,7.7759,1.8484,1.0,5.7422,91.4304,1.0,595.8115,88.53,32.0,202.038
ChadCSong,ShineButton,ChadCSong/ShineButton,4201,2,9.76,24,988,4.8333,2.0,5.5802,1.625,1.0,0.8069,23.625,0.0,92.199,41.1667,13.5,65.6973
jishenghua,jshERP,jishenghua/jshERP,4208,6,9.55,371,72270,5.9865,3.0,9.9482,1.3288,1.0,0.5392,1642.2237,13.0,8163.1708,194.7978,66.0,326.8863
yhaolpz,FloatWindow,yhaolpz/FloatWindow,4198,9,8.4,44,1473,3.7727,2.0,4.0891,1.2727,1.0,0.5378,9.7273,1.0,27.0692,33.4773,13.0,47.5875
dromara,hmily,dromara/hmily,4208,0,8.53,877,27504,5.3717,4.0,4.8375,1.2201,1.0,0.5716,10.6454,0.0,56.1954,31.3615,12.0,56.8866
syncthing,syncthing-android,syncthing/syncthing-android,4189,332,12.13,142,8424,6.5141,2.5,9.1118,1.6901,1.0,1.1208,9.0493,0.0,24.8021,59.3239,13.5,106.7819
Jacksgong,JKeyboardPanelSwitch,Jacksgong/JKeyboardPanelSwitch,4181,14,10.77,50,1736,5.2,3.0,5.016,1.3,1.0,0.4583,7.38,0.0,13.5674,34.72,10.0,44.0967
codingapi,tx-lcn,codingapi/tx-lcn,4179,14,8.41,222,7772,4.955,4.0,4.0278,1.2117,1.0,0.6262,6.3378,0.0,43.3398,35.009,12.0,114.891
powermock,powermock,powermock/powermock,4184,16,11.87,1269,32976,3.4397,2.0,4.0189,1.2427,1.0,0.6446,22.7132,0.0,281.2269,25.9858,11.0,62.6696
geoserver,geoserver,geoserver/geoserver,4316,69,14.41,11679,706526,7.5227,5.0,8.8251,1.8169,1.0,1.4808,42.6292,1.0,386.828,60.4954,25.0,114.1903
hugeterry,CoordinatorTabLayout,hugeterry/CoordinatorTabLayout,4178,0,9.2,17,473,5.2941,3.0,5.399,1.4118,1.0,0.4922,9.4118,0.0,31.7769,27.8235,11.0,40.6784
oddfar,campus-imaotai,oddfar/campus-imaotai,4177,11,2.76,218,7728,6.3394,5.0,5.7281,1.4128,1.0,1.1669,20.3761,1.0,78.2502,35.4495,18.0,54.8395
bingoogolapple,BGABanner-Android,bingoogolapple/BGABanner-Android,4166,0,11.46,53,2123,5.0,3.0,5.959,1.5849,2.0,0.5967,26.283,1.0,154.2192,40.0566,12.0,112.8876
pedrovgs,AndroidWiFiADB,pedrovgs/AndroidWiFiADB,4153,8,10.48,30,1096,2.8667,2.0,3.0955,1.5,1.0,1.0567,12.1333,0.0,23.322,36.5333,15.5,38.5899
googlesamples,mlkit,googlesamples/mlkit,4177,1,5.86,197,10638,7.731,5.0,8.4651,1.5279,1.0,0.6725,9.5279,0.0,36.8754,54.0,25.0,73.7953
JFormDesigner,FlatLaf,JFormDesigner/FlatLaf,4146,90,6.64,887,77047,3.8579,2.0,5.5115,3.5411,2.0,3.9544,61.2807,3.0,338.1089,86.8625,21.0,179.6077
gh0stkey,HaE,gh0stkey/HaE,4140,88,6.05,94,5879,4.4362,2.0,4.9305,1.7021,1.0,1.5834,12.9043,0.0,36.482,62.5426,24.0,88.3892
lilishop,lilishop,lilishop/lilishop,4149,3,4.91,1562,43407,7.6223,5.0,8.2214,1.3143,1.0,0.5729,13.6517,0.0,93.917,27.7894,10.0,54.1625
lukas-krecan,ShedLock,lukas-krecan/ShedLock,4135,0,9.33,429,12935,6.0676,5.0,4.6723,2.1212,2.0,1.9799,7.697,0.0,26.5598,30.1515,19.0,30.625
jMonkeyEngine,jmonkeyengine,jMonkeyEngine/jmonkeyengine,4178,82,12.05,2509,195805,6.5799,4.0,7.2333,1.4444,1.0,0.7268,68.6935,1.0,450.653,78.0411,33.0,139.0121
bitcoin-wallet,bitcoin-wallet,bitcoin-wallet/bitcoin-wallet,4117,0,14.02,387,18379,7.5323,4.0,9.765,1.7132,1.0,1.1197,5.4134,0.0,21.7231,47.491,19.0,85.0218
dinuscxj,LoadingDrawable,dinuscxj/LoadingDrawable,4106,0,9.98,65,4428,6.5077,4.0,6.5047,1.4462,1.0,0.5271,15.8308,1.0,27.7758,68.1231,13.0,94.901
camunda,camunda-bpm-platform,camunda/camunda-bpm-platform,4266,0,13.26,10681,543917,6.2803,4.0,7.5971,1.6484,1.0,1.0984,86.6439,1.0,2103.8969,50.9238,15.0,141.8805
code4craft,tiny-spring,code4craft/tiny-spring,4089,0,12.25,106,1543,3.0849,2.0,3.21,1.1509,1.0,0.4073,2.3679,0.0,6.2846,14.5566,11.0,14.0793
alibaba,Tangram-Android,alibaba/Tangram-Android,4103,38,9.03,574,24338,5.2596,3.0,7.1558,1.6777,1.0,1.1426,23.2108,0.0,121.0528,42.4007,10.0,96.828
pqpo,SmartCropper,pqpo/SmartCropper,4126,13,8.68,12,1021,6.25,3.0,7.0725,1.3333,1.0,0.4714,122.5,0.0,390.746,85.0833,13.0,168.8123
Manabu-GT,ExpandableTextView,Manabu-GT/ExpandableTextView,4073,4,11.9,15,552,5.1333,4.0,5.8294,1.7333,1.0,1.0625,11.8,0.0,38.0617,36.8,15.0,69.8963
qunarcorp,bistoury,qunarcorp/bistoury,4089,8,6.69,1361,73638,4.8376,3.0,5.8432,1.2792,1.0,0.7232,21.4159,1.0,119.1456,54.1058,23.0,92.8016
DTStack,chunjun,DTStack/chunjun,4103,31,8.02,1938,105622,7.1388,4.0,7.4293,1.5686,1.0,0.8182,20.7049,1.0,119.3048,54.5005,29.0,88.6706
rubensousa,ViewPagerCards,rubensousa/ViewPagerCards,4069,0,9.64,9,240,5.3333,6.0,4.5704,1.5556,2.0,0.4969,2.2222,0.0,3.489,26.6667,14.0,22.6176
oblac,jodd,oblac/jodd,4070,37,13.59,728,26882,3.9945,3.0,4.481,1.4409,1.0,1.3319,12.9492,0.0,59.188,36.9258,19.5,54.5495
RipMeApp,ripme,RipMeApp/ripme,4068,145,9.25,320,19912,5.0125,4.0,3.4523,2.5406,2.0,1.2839,28.2719,4.0,94.2679,62.225,30.0,110.9456
tronprotocol,java-tron,tronprotocol/java-tron,4054,82,8.29,1677,152568,8.8175,7.0,11.1639,1.777,1.0,2.0108,83.22,1.0,1270.9376,90.9767,31.0,231.1543
Creators-of-Create,Create,Creators-of-Create/Create,4068,5,6.73,2474,148658,11.1031,9.0,10.4771,1.749,2.0,1.146,29.4717,3.0,118.3873,60.0881,30.0,88.5898
luckybilly,CC,luckybilly/CC,4042,0,8.38,120,4599,4.9667,4.0,4.7186,1.2583,1.0,0.5552,16.3167,0.0,129.2175,38.325,15.0,66.5729
uber,NullAway,uber/NullAway,4034,38,8.6,585,25512,4.759,2.0,9.1241,1.2017,1.0,0.4825,58.3829,0.0,361.8175,43.6103,11.0,109.5673
orhanobut,hawk,orhanobut/hawk,4033,22,11.13,26,834,3.6154,2.0,4.161,1.0385,1.0,0.1923,12.9615,1.0,25.0284,32.0769,16.5,35.9304
freeplane,freeplane,freeplane/freeplane,4049,58,13.57,4109,195438,4.5887,3.0,6.3243,1.5108,1.0,1.2409,45.9058,1.0,506.9731,47.5634,18.0,102.6633
xcltapestry,XCL-Charts,xcltapestry/XCL-Charts,4022,0,11.84,327,23397,7.7401,3.0,9.7912,2.1774,1.0,1.5521,49.0428,4.0,157.5567,71.5505,38.0,88.6603
oldmanpushcart,greys-anatomy,oldmanpushcart/greys-anatomy,4016,0,13.38,240,10774,4.0667,3.0,4.3103,1.1542,1.0,0.545,6.7708,0.0,21.8409,44.8917,19.5,69.8679
jbloch,effective-java-3e-source-code,jbloch/effective-java-3e-source-code,4013,0,7.68,202,3018,1.1287,1.0,1.0778,1.1881,1.0,0.6557,1.3267,0.0,3.4701,14.9406,12.5,11.0806
mouredev,hello-java,mouredev/hello-java,4009,0,1.04,55,823,0.6364,0.0,0.9975,1.3273,1.0,0.7641,0.4727,0.0,2.0437,14.9636,6.0,15.4637
BoltsFramework,Bolts-Android,BoltsFramework/Bolts-Android,4013,11,12.19,158,5144,3.0,2.0,3.5113,1.0886,1.0,0.4115,19.0127,0.0,149.8707,32.557,9.0,109.4321
awaitility,awaitility,awaitility/awaitility,4006,0,16.21,170,5473,3.1765,1.0,4.5457,1.1941,1.0,0.5871,18.5824,0.0,123.3655,32.1941,13.0,51.1111
knowm,XChange,knowm/XChange,4050,0,14.18,5003,150057,6.0034,4.0,6.5135,1.4899,1.0,0.9037,24.977,0.0,724.2188,29.9934,17.0,43.3848
JeremyLiao,LiveEventBus,JeremyLiao/LiveEventBus,3989,0,7.75,308,7782,3.2273,2.0,3.5411,1.1104,1.0,0.3704,4.0357,0.0,16.8974,25.2662,6.0,67.1459
makovkastar,FloatingActionButton,makovkastar/FloatingActionButton,3989,0,11.72,27,1014,5.6667,3.0,7.4784,1.8148,2.0,1.1875,37.5926,1.0,179.1867,37.5556,19.0,77.1417
Yalantis,Phoenix,Yalantis/Phoenix,3985,1,11.24,24,976,4.3333,2.5,4.7229,1.6667,1.0,0.9428,7.5417,0.0,18.7638,40.6667,12.0,73.5004
jetty,jetty.project,jetty/jetty.project,4069,146,14.74,15185,731151,5.4743,3.0,6.4464,1.6318,1.0,1.5642,25.5017,0.0,248.0316,48.1496,14.0,118.5231
lcodecorex,TwinklingRefreshLayout,lcodecorex/TwinklingRefreshLayout,3990,0,10.11,151,6273,4.2848,2.0,4.7624,1.3709,1.0,0.6573,36.2715,0.0,213.9729,41.543,12.0,91.536
Piasy,BigImageViewer,Piasy/BigImageViewer,3985,0,9.42,84,2513,4.6071,3.0,4.7884,1.2857,1.0,0.5249,12.8095,1.0,60.9224,29.9167,11.0,53.7158
Dimezis,BlurView,Dimezis/BlurView,3973,32,9.97,30,939,5.9,3.5,5.5878,1.5,1.0,0.7188,7.0,1.0,13.9642,31.3,11.0,44.6954
pingfangushi,screw,pingfangushi/screw,3972,0,5.8,136,3941,4.9853,3.0,4.449,1.3529,1.0,0.7908,5.2426,0.0,9.6433,28.9779,19.0,30.0393
rovo89,XposedInstaller,rovo89/XposedInstaller,3970,0,14.02,203,8980,4.8867,2.0,6.7497,1.4187,1.0,0.8521,8.5172,0.0,29.7214,44.2365,10.0,81.2953
mercyblitz,tech-weekly,mercyblitz/tech-weekly,3971,0,7.35,81,1391,2.8889,2.0,3.5066,1.0247,1.0,0.1552,2.1235,0.0,9.7808,17.1728,10.0,16.9019
qstumn,BadgeView,qstumn/BadgeView,3969,5,9.17,35,1759,4.3429,2.0,5.275,1.3143,1.0,0.5743,49.8857,0.0,217.7595,50.2571,21.0,121.4
zzhoujay,RichText,zzhoujay/RichText,3967,0,10.72,132,5185,4.2727,2.0,5.8194,1.447,1.0,0.8467,10.5455,0.0,45.7673,39.2803,11.5,61.49
binIoter,GuideView,binIoter/GuideView,3951,0,9.81,35,1246,3.7429,2.0,4.4358,1.3714,1.0,0.7205,8.2286,1.0,34.7679,35.6,13.0,61.8525
shuzijun,leetcode-editor,shuzijun/leetcode-editor,3960,59,7.06,301,13448,6.3223,4.0,6.0226,1.7375,1.0,1.1732,20.1528,0.0,113.3622,44.6777,22.0,62.3157
linyiqun,DataMiningAlgorithm,linyiqun/DataMiningAlgorithm,3951,0,11.24,126,11663,2.2937,2.0,2.254,1.0873,1.0,0.3568,9.9603,0.0,36.1207,92.5635,35.5,126.8679
promeG,TinyPinyin,promeG/TinyPinyin,3943,2,10.53,65,1401,2.0308,1.0,2.8661,1.0923,1.0,0.3385,8.7538,0.0,57.3524,21.5538,7.0,43.1958
JoanZapata,android-iconify,JoanZapata/android-iconify,3931,0,12.83,43,909,3.5116,3.0,3.6813,1.2326,1.0,0.4225,5.186,1.0,15.1293,21.1395,11.0,26.3682
google,bundletool,google/bundletool,3964,65,7.93,882,54884,9.6837,7.0,8.9689,1.2653,1.0,1.1904,83.322,6.0,532.5463,62.2268,30.0,119.737
VaughnVernon,IDDD_Samples,VaughnVernon/IDDD_Samples,3923,0,13.0,651,28475,4.7373,3.0,5.5685,1.6636,1.0,1.0729,27.3272,5.0,93.3196,43.7404,30.0,46.7227
rengwuxian,RxJavaSamples,rengwuxian/RxJavaSamples,3918,3,10.05,53,1001,4.5472,3.0,5.322,1.3962,1.0,0.7356,1.6038,0.0,3.7635,18.8868,8.0,20.2677
fishercoder1534,Leetcode,fishercoder1534/Leetcode,3983,0,9.69,5146,140407,1.5521,1.0,1.9555,1.0004,1.0,0.0197,0.2876,0.0,7.3897,27.2847,23.0,18.6096
emanuele-f,PCAPdroid,emanuele-f/PCAPdroid,3909,68,6.26,253,24126,9.3597,6.0,11.9419,1.5613,1.0,0.8853,88.3913,0.0,672.526,95.3597,31.0,189.8907
sofastack,sofa-rpc,sofastack/sofa-rpc,3922,66,8.0,1538,72930,5.2126,3.0,5.4926,1.3244,1.0,0.6283,24.4389,0.0,128.1971,47.4187,19.0,72.5886
bluelinelabs,Conductor,bluelinelabs/Conductor,3900,36,10.06,86,5385,5.4767,3.0,6.1658,1.3488,1.0,0.6606,71.3372,0.0,403.9693,62.6163,20.0,132.3686
amirzaidi,Launcher3,amirzaidi/Launcher3,3904,22,8.86,990,60130,7.2404,3.0,10.8932,1.4747,1.0,0.8639,63.6808,0.0,728.3251,60.7374,15.0,171.9944
databricks,learning-spark,databricks/learning-spark,3899,0,11.82,133,2295,2.8271,2.0,3.4413,1.015,1.0,0.1217,1.797,0.0,12.0461,17.2556,7.0,24.0221
RikkaApps,Sui,RikkaApps/Sui,3894,21,5.26,89,4514,4.9326,3.0,5.6921,1.1798,1.0,0.4122,14.5506,1.0,65.8463,50.7191,26.0,69.1944
Exrick,xboot,Exrick/xboot,3895,6,7.96,349,10265,7.4155,6.0,6.812,1.212,1.0,0.5307,2.6562,0.0,9.3369,29.4126,11.0,48.7135
JavaNoober,BackgroundLibrary,JavaNoober/BackgroundLibrary,3890,13,7.58,119,8029,4.7899,4.0,4.8105,1.2101,1.0,0.4074,34.1765,0.0,221.1516,67.4706,16.0,173.5405
shopizer-ecommerce,shopizer,shopizer-ecommerce/shopizer,3902,18,13.38,1233,53489,7.9367,4.0,9.7199,1.6829,1.0,0.9795,34.1452,2.0,130.8861,43.3812,20.0,74.6204
ZHENFENG13,My-Blog,ZHENFENG13/My-Blog,3884,0,7.1,58,2411,4.7586,3.0,5.7485,1.0517,1.0,0.3905,29.5517,5.0,61.9444,41.569,30.0,46.6964
vipulasri,Timeline-View,vipulasri/Timeline-View,3882,15,10.32,2,418,9.0,9.0,6.0,1.5,1.5,0.5,453.5,453.5,452.5,209.0,209.0,200.0
react-native-share,react-native-share,react-native-share/react-native-share,3879,145,10.53,41,1792,5.5854,3.0,4.8589,2.0732,2.0,0.8942,8.6098,8.0,11.2312,43.7073,21.0,53.6221
wendux,DSBridge-Android,wendux/DSBridge-Android,3879,2,9.27,47,1841,2.9787,2.0,3.8564,1.1064,1.0,0.3083,15.9787,0.0,71.4183,39.1702,6.0,111.8042
NotHarshhaa,DevOps-Projects,NotHarshhaa/DevOps-Projects,3867,0,2.67,142,4452,5.7746,5.0,4.3805,1.1901,1.0,0.5164,22.7535,0.0,132.0111,31.3521,19.0,38.4281
watabou,pixel-dungeon,watabou/pixel-dungeon,3866,0,11.7,839,38623,5.7235,4.0,7.3184,2.5447,2.0,1.6507,12.4231,1.0,61.6512,46.0346,25.0,76.3741
alibaba,jstorm,alibaba/jstorm,3886,22,12.6,3956,296316,5.0377,4.0,6.0741,1.4555,1.0,1.2923,42.3741,1.0,525.946,74.9029,25.0,761.9048
yanzhenjie,AndServer,yanzhenjie/AndServer,3859,1,9.82,214,12029,5.0234,3.0,6.2834,1.5421,1.0,1.1901,48.0514,1.0,244.249,56.2103,23.5,102.3242
uncle-novel,uncle-novel,uncle-novel/uncle-novel,3856,1,7.33,269,16991,7.29,5.0,8.7551,1.658,1.0,0.846,10.4164,0.0,35.6491,63.1636,26.0,248.2798
yacy,yacy_search_server,yacy/yacy_search_server,3866,0,11.05,1541,167118,5.3361,4.0,6.4711,1.3666,1.0,0.7539,46.8274,0.0,301.242,108.4478,42.0,212.4079
camunda,camunda,camunda/camunda,4072,575,10.06,16888,729876,7.2017,5.0,9.4301,1.3693,1.0,0.9841,30.5585,1.0,244.5135,43.2186,21.0,66.5902
aurelhubert,ahbottomnavigation,aurelhubert/ahbottomnavigation,3826,14,10.06,46,2339,5.1087,2.0,7.4578,1.1739,1.0,0.379,57.4783,0.0,309.8862,50.8478,10.0,149.5152
timehop,sticky-headers-recyclerview,timehop/sticky-headers-recyclerview,3824,0,11.52,29,808,4.6207,2.0,4.8595,1.2759,1.0,0.5184,3.2414,0.0,6.5635,27.8621,8.0,39.1872
MiguelCatalan,MaterialSearchView,MiguelCatalan/MaterialSearchView,3820,6,10.57,41,1361,4.0488,2.0,6.2037,1.3171,1.0,0.5151,22.6585,1.0,130.8963,33.1951,10.0,73.0403
RoaringBitmap,RoaringBitmap,RoaringBitmap/RoaringBitmap,3851,47,12.81,647,79586,5.5688,5.0,4.8244,1.1376,1.0,0.4631,257.9675,0.0,1861.0029,123.0077,26.0,346.6918
happydog-intj,CircleProgress,happydog-intj/CircleProgress,3813,0,11.44,25,1451,5.76,6.0,4.1307,1.68,2.0,0.6765,85.76,1.0,239.4041,58.04,24.0,95.3413
JCTools,JCTools,JCTools/JCTools,3817,19,12.41,990,45934,4.6717,3.0,5.2982,4.3717,3.0,3.4686,22.4818,0.0,87.5157,46.398,18.0,83.38
MovingBlocks,Terasology,MovingBlocks/Terasology,3846,70,15.1,2827,112438,6.1578,4.0,7.8538,1.4453,1.0,0.8558,25.2466,0.0,171.4775,39.7729,17.0,66.2903
spotbugs,spotbugs,spotbugs/spotbugs,3856,73,9.43,5342,220429,3.2463,1.0,6.7354,1.3875,1.0,0.8997,25.6831,0.0,365.9753,41.2634,14.0,191.7246
sofastack,sofa-jraft,sofastack/sofa-jraft,3800,32,7.1,1450,138179,6.2366,3.0,8.5933,1.4628,1.0,1.0848,75.871,1.0,317.6263,95.2959,18.0,445.3575
sunfusheng,MarqueeView,sunfusheng/MarqueeView,3791,0,9.86,22,804,5.4091,4.0,4.7736,1.3636,1.0,0.481,5.4545,0.0,11.808,36.5455,17.0,51.8685
mcxtzhang,SwipeDelMenuLayout,mcxtzhang/SwipeDelMenuLayout,3790,2,9.62,40,1085,3.1,2.0,3.3,1.25,1.0,0.433,5.2,0.0,28.2393,27.125,7.0,60.8807
blossom-editor,blossom,blossom-editor/blossom,3793,19,2.67,435,13365,5.7241,3.0,6.499,1.3448,1.0,0.6717,6.977,0.0,26.7894,30.7241,13.0,45.4462
rbmonster,learning-note,rbmonster/learning-note,3792,0,5.82,658,13368,2.1945,2.0,2.4098,1.1733,1.0,0.5461,2.8936,0.0,21.7331,20.3161,13.0,23.3428
zhpanvip,BannerViewPager,zhpanvip/BannerViewPager,3779,59,9.03,73,3154,5.411,3.0,7.1497,1.411,1.0,0.7184,47.8219,0.0,226.0269,43.2055,18.0,90.5531
tchiotludo,akhq,tchiotludo/akhq,3786,43,7.58,301,17177,8.1927,6.0,7.9074,1.2957,1.0,0.5304,29.4252,0.0,148.5194,57.0664,14.0,128.1643
lygttpod,SuperTextView,lygttpod/SuperTextView,3768,39,9.47,86,4002,3.0465,2.0,5.8128,1.1628,1.0,0.3994,141.6744,0.0,1027.9648,46.5349,5.0,199.8013
mpusher,mpush,mpusher/mpush,3771,9,9.95,398,15032,4.7312,3.0,5.3162,1.3442,1.0,0.6943,24.5653,1.0,171.3986,37.7688,16.5,61.8379
FCL-Team,FoldCraftLauncher,FCL-Team/FoldCraftLauncher,3811,151,3.47,2007,116299,5.3279,3.0,6.8629,1.6652,1.0,1.4482,50.2431,1.0,868.5432,57.9467,21.0,127.1645
CameraKit,blurkit-android,CameraKit/blurkit-android,3763,3,9.42,10,497,6.1,5.0,5.3563,1.5,1.0,0.6708,30.3,0.0,85.3839,49.7,23.5,82.1706
Ereza,CustomActivityOnCrash,Ereza/CustomActivityOnCrash,3760,12,11.76,15,893,5.4,4.0,4.6014,1.3333,1.0,0.4714,32.3333,0.0,77.344,59.5333,21.0,102.5091
yanzhenjie,NoHttp,yanzhenjie/NoHttp,3754,0,10.7,228,8428,4.4561,3.0,4.7307,1.5,1.0,0.803,45.6491,1.0,301.4795,36.9649,14.0,59.6601
Atmosphere,atmosphere,Atmosphere/atmosphere,3748,30,15.78,1820,92224,5.7071,4.0,6.0606,1.2055,1.0,0.6441,29.6456,1.0,347.7867,50.6725,20.0,90.0087
